timestamp,dew_point,feels_like,humidity,icon,illuminance,precipitation,precipitation_accumulated,pressure,solar_irradiance,temperature,uv_index,wind_direction,wind_gust,wind_speed
2026-07-29T18:00:00-04:00,15.913517751503957,26.248833333333337,53,partly-cloudy-day,5931.883333333333,0,0,972.5845000000002,48.62199453551912,26.248833333333337,0,255,1.53,0.18399999999999997
2026-07-29T19:00:00-04:00,16.195608121930533,25.325,57,partly-cloudy-day,3104,0,0,972.6800000000001,25.442622950819672,25.325,0,305,1.02,0.1575
2026-07-29T20:00:00-04:00,16.549627798162657,22.761833333333332,68,partly-cloudy-night,233.2,0,0,973.8658333333331,1.9114754098360656,22.761833333333332,0,242,1.02,0.06949999999999999
2026-07-29T21:00:00-04:00,15.98642393326281,20.790166666666675,74,partly-cloudy-night,0,0,0,974.6448333333334,0,20.790166666666675,0,235,1.02,0.08399999999999999
2026-07-29T22:00:00-04:00,16.007203176846968,20.59375,75,partly-cloudy-night,0,0,0,974.9212499999999,0,20.59375,0,105,1.02,0.20124999999999998
2026-07-30T00:00:00-04:00,16.192438290016987,20.358666666666668,77,partly-cloudy-night,0,0,0,975.6778333333334,0,20.358666666666668,0,167,1.53,0.1463333333333333
2026-07-30T01:00:00-04:00,16.12116639186396,19.66783333333333,80,partly-cloudy-night,0,0,0,975.6728333333332,0,19.66783333333333,0,146,1.02,0.10133333333333333
2026-07-30T02:00:00-04:00,15.7320998052385,19.068666666666665,81,partly-cloudy-night,0,0,0,975.4858333333333,0,19.068666666666665,0,69,1.02,0.08849999999999998
2026-07-30T03:00:00-04:00,15.51321423751316,18.647796610169497,82,partly-cloudy-night,0,0,0,975.3152542372884,0,18.647796610169497,0,65,1.02,0.16932203389830508
2026-07-30T04:00:00-04:00,15.519802368431648,18.654545454545456,82,partly-cloudy-night,0,0,0,975.22,0,18.654545454545456,0,167,1.02,0.08590909090909091
2026-07-29T23:00:00-04:00,16.222949629730934,20.390166666666655,77,partly-cloudy-night,0,0,0,975.3580000000003,0,20.390166666666655,0,37,1.02,0.088
2026-07-30T05:00:00-04:00,15.166210024409342,18.292333333333332,82,partly-cloudy-night,0.9333333333333333,0,0,975.6438333333336,0.007650273224043716,18.292333333333332,0,94,1.02,0.12350000000000001
2026-07-30T06:00:00-04:00,14.635001749316759,18.140833333333337,80,partly-cloudy-day,451.5,0,0,976.1129999999998,3.7008196721311477,18.140833333333337,0,130,1.02,0.18549999999999994
2026-07-30T07:00:00-04:00,14.371691481771913,18.9,75,partly-cloudy-day,1159.6,0,0,976.18,9.504918032786884,18.9,0,288,0.51,0.262
